session_id,group_id,student_id,speaking_time_s,num_turns,interruptions,avg_turn_length_s,gaze_peer_pct,gaze_material_pct,gesture_count,chat_messages,doc_edits,idea_units_chat
studio_3,G23,S106,972.5,83,1,11.7,29.3,61.4,16,18,7,7
studio_3,G23,S114,537.9,39,1,13.8,34.8,58.1,12,4,7,3
studio_3,G24,S005,251.7,12,1,21.0,30.5,59.8,10,4,9,2
studio_3,G24,S028,908.8,62,4,14.7,53.7,40.3,20,8,7,2
studio_3,G24,S041,1070.3,77,5,13.9,45.6,48.4,14,3,0,2
studio_3,G24,S048,155.8,11,0,14.2,34.5,56.0,10,5,3,3
studio_3,G24,S060,618.1,36,1,17.2,34.3,59.3,15,5,1,3
studio_4,G01,S030,1551.4,88,5,17.6,44.8,49.2,23,3,3,2
studio_4,G01,S033,62.5,5,0,12.5,31.8,57.8,1,2,4,1
studio_4,G01,S038,250.5,13,1,19.3,34.7,57.0,10,7,1,3
studio_4,G01,S056,684.4,46,4,14.9,45.9,48.1,16,12,2,4
studio_4,G01,S076,379.4,20,3,19.0,34.4,58.4,13,4,2,0
studio_4,G02,S017,1199.5,58,6,20.7,43.4,44.4,29,8,6,1
studio_4,G02,S019,625.8,24,3,26.1,44.9,46.9,20,4,5,2
studio_4,G02,S026,74.9,5,0,15.0,31.2,47.8,7,4,1,2
studio_4,G02,S064,850.2,65,4,13.1,36.4,57.6,14,5,5,2
studio_4,G02,S120,223.0,12,1,18.6,35.3,40.1,6,6,3,3
studio_4,G03,S023,83.0,5,1,16.6,39.8,47.9,7,6,6,4
studio_4,G03,S037,500.0,33,1,15.2,39.1,49.5,9,8,3,4
studio_4,G03,S055,941.6,47,1,20.0,44.0,50.0,22,11,2,5
studio_4,G03,S079,1549.7,86,3,18.0,40.8,45.6,20,8,11,3
studio_4,G03,S100,296.8,21,1,14.1,21.4,48.7,5,17,0,7
studio_4,G04,S002,916.6,62,3,14.8,42.2,51.8,21,4,0,0
studio_4,G04,S050,142.0,8,0,17.8,36.5,57.5,6,5,5,4
studio_4,G04,S087,39.7,1,1,39.7,36.2,56.9,6,4,0,0
studio_4,G04,S090,1708.3,82,6,20.8,59.2,34.8,35,6,3,2
studio_4,G04,S102,42.3,1,1,42.3,33.9,60.1,4,4,6,0
studio_4,G05,S025,1165.4,58,7,20.1,38.4,55.6,19,9,5,4
studio_4,G05,S043,169.9,8,1,21.2,38.4,49.3,3,6,7,3
studio_4,G05,S051,692.0,50,2,13.8,37.3,55.2,14,6,4,2
studio_4,G05,S107,390.3,10,2,39.0,39.7,54.3,11,11,11,0
studio_4,G05,S118,933.5,45,3,20.7,48.3,36.3,11,10,4,3
studio_4,G06,S011,434.8,45,2,9.7,43.0,51.0,4,4,4,2
studio_4,G06,S045,770.5,58,0,13.3,38.8,51.6,17,9,1,5
studio_4,G06,S053,1106.4,101,4,11.0,48.5,41.0,28,7,2,3
studio_4,G06,S073,154.2,11,1,14.0,40.6,53.4,4,2,8,0
studio_4,G06,S116,391.8,28,2,14.0,34.0,55.4,17,6,8,1
studio_4,G07,S001,1380.0,109,6,12.7,45.8,38.3,15,7,2,3
studio_4,G07,S010,916.8,70,1,13.1,49.3,44.7,23,10,3,5
studio_4,G07,S044,141.9,11,0,12.9,41.8,52.2,11,4,12,3
studio_4,G07,S063,392.7,27,0,14.5,33.8,50.7,12,5,1,0
studio_4,G07,S071,363.8,34,0,10.7,29.7,54.5,4,10,2,2
studio_4,G08,S021,1811.5,65,3,27.9,40.3,53.7,24,6,0,2
studio_4,G08,S047,19.4,1,2,19.4,24.1,59.1,7,7,4,1
studio_4,G08,S068,710.2,31,3,22.9,33.2,60.8,10,16,4,8
studio_4,G08,S088,732.2,31,1,23.6,30.8,63.2,14,5,0,1
studio_4,G08,S108,169.0,7,2,24.1,41.4,49.3,11,7,14,2
studio_4,G09,S029,344.2,25,4,13.8,39.0,55.0,9,4,3,2
studio_4,G09,S036,142.3,11,0,12.9,32.4,58.1,6,10,4,4
studio_4,G09,S067,558.6,30,1,18.6,45.7,48.3,8,7,5,4
studio_4,G09,S077,1054.5,80,5,13.2,42.2,51.8,18,6,1,3
studio_4,G09,S082,638.1,61,0,10.5,42.2,51.3,7,8,0,0
studio_4,G10,S009,1403.5,133,5,10.6,45.8,41.6,34,5,3,3
studio_4,G10,S015,60.4,8,0,7.6,24.0,70.0,7,7,2,1
studio_4,G10,S078,60.2,6,1,10.0,20.0,65.7,10,7,4,4
studio_4,G10,S083,1520.7,117,5,13.0,36.8,51.9,29,4,3,0
studio_4,G10,S103,17.1,1,1,17.1,35.0,39.1,8,3,2,1
studio_4,G11,S046,334.4,25,3,13.4,37.8,55.1,11,5,0,2
studio_4,G11,S058,47.5,5,2,9.5,30.0,62.6,9,4,3,1
studio_4,G11,S081,1753.4,135,5,13.0,47.6,46.4,32,15,2,4
studio_4,G11,S092,380.7,26,1,14.6,32.2,55.2,17,6,9,2
studio_4,G11,S105,221.8,19,1,11.7,40.1,41.0,12,1,0,1
studio_4,G12,S013,848.1,39,3,21.7,37.6,49.4,16,10,3,4
studio_4,G12,S057,950.8,45,5,21.1,41.2,52.8,21,12,1,4
studio_4,G12,S059,288.1,14,0,20.6,37.7,56.3,5,1,2,0
studio_4,G12,S084,794.7,46,1,17.3,40.1,50.2,16,6,1,2
studio_4,G12,S095,229.0,9,4,25.4,39.6,54.4,12,9,6,5
studio_4,G13,S012,917.7,71,2,12.9,30.9,56.0,16,11,15,4
studio_4,G13,S022,132.2,18,0,7.3,36.2,54.0,8,14,7,10
studio_4,G13,S061,537.2,46,3,11.7,27.8,58.1,10,7,2,0
studio_4,G13,S072,1279.1,86,5,14.9,42.4,51.6,16,5,2,3
studio_4,G13,S091,491.1,42,1,11.7,35.9,55.6,14,0,6,0
studio_4,G14,S031,142.2,7,0,20.3,32.7,61.3,6,4,0,0
studio_4,G14,S039,408.9,25,5,16.4,41.3,52.7,13,15,8,5
studio_4,G14,S065,1095.4,75,5,14.6,44.0,45.7,28,10,2,2
studio_4,G14,S074,749.0,37,3,20.2,41.8,52.2,23,2,4,1
studio_4,G14,S104,179.7,6,1,30.0,30.4,53.6,5,2,0,1
studio_4,G15,S006,300.9,18,1,16.7,32.7,61.1,12,10,5,6
studio_4,G15,S014,1268.5,84,6,15.1,45.7,46.2,17,3,3,1
studio_4,G15,S020,592.8,33,1,18.0,42.2,51.8,15,7,8,2
studio_4,G15,S032,1010.9,65,4,15.6,43.5,47.5,18,10,4,3
studio_4,G15,S034,221.4,15,0,14.8,47.6,46.4,5,4,0,1
studio_4,G16,S007,759.3,60,2,12.7,37.8,38.4,19,7,11,4
studio_4,G16,S052,489.8,30,3,16.3,38.4,55.6,14,11,0,3
studio_4,G16,S070,729.6,47,4,15.5,35.7,55.9,12,11,1,3
studio_4,G16,S080,484.4,46,1,10.5,36.8,57.1,10,4,6,1
studio_4,G16,S109,218.9,17,2,12.9,34.0,54.3,4,10,2,5
studio_4,G17,S016,106.7,1,3,106.7,38.3,55.7,8,3,8,1
studio_4,G17,S035,2275.8,159,8,14.3,53.7,40.3,36,5,2,0
studio_4,G17,S062,47.1,3,1,15.7,36.3,55.9,10,12,8,4
studio_4,G17,S086,69.5,4,0,17.4,36.9,57.1,3,9,2,4
studio_4,G17,S099,489.1,27,3,18.1,33.3,60.7,9,8,1,1
studio_4,G18,S004,174.8,8,2,21.8,45.6,47.4,11,11,6,4
studio_4,G18,S054,589.9,32,1,18.4,25.8,63.4,9,4,4,0
studio_4,G18,S069,698.5,59,2,11.8,39.3,49.4,16,3,8,0
studio_4,G18,S075,723.2,59,5,12.3,57.1,36.9,16,7,1,2
studio_4,G18,S101,853.9,66,2,12.9,40.2,53.8,18,5,2,2
studio_4,G19,S003,400.7,30,3,13.4,36.9,55.0,11,8,0,1
studio_4,G19,S008,464.9,34,0,13.7,25.8,48.2,10,5,9,3
studio_4,G19,S018,893.8,66,1,13.5,43.7,43.4,16,8,7,4
studio_4,G19,S042,475.2,27,0,17.6,39.6,54.4,17,6,6,2
studio_4,G19,S066,776.0,42,3,18.5,48.8,35.4,13,7,5,3
studio_4,G20,S089,218.1,26,3,8.4,34.6,59.4,5,8,5,3
studio_4,G20,S112,461.9,47,1,9.8,45.1,43.9,12,11,0,2
studio_4,G20,S113,111.9,14,2,8.0,39.3,41.6,6,9,9,5
studio_4,G20,S117,495.6,44,3,11.3,33.6,59.5,8,3,2,1
studio_4,G20,S119,1343.9,103,5,13.0,50.1,40.7,22,10,0,5
studio_4,G21,S085,663.2,35,5,18.9,38.5,51.4,16,4,4,0
studio_4,G21,S094,570.5,25,4,22.8,36.5,50.7,5,5,9,3
studio_4,G21,S098,781.4,36,3,21.7,34.3,53.1,21,14,4,6
studio_4,G21,S111,627.9,39,4,16.1,37.2,49.6,16,8,8,3
studio_4,G21,S115,443.5,28,1,15.8,27.7,66.3,14,3,4,2
studio_4,G22,S027,214.2,14,1,15.3,45.0,43.7,8,10,8,5
studio_4,G22,S093,510.2,25,2,20.4,42.0,50.1,10,8,4,3
studio_4,G22,S096,1334.3,70,10,19.1,52.8,39.4,26,8,0,3
studio_4,G22,S097,541.0,32,0,16.9,41.5,52.5,9,8,0,2
studio_4,G22,S110,610.4,28,4,21.8,36.1,50.6,11,8,10,2
studio_4,G23,S024,1033.4,76,0,13.6,37.0,50.0,26,10,1,4
studio_4,G23,S040,320.9,14,0,22.9,39.5,49.6,6,4,4,2
studio_4,G23,S049,961.8,67,4,14.4,33.1,59.8,14,4,1,0
studio_4,G23,S106,333.2,24,0,13.9,37.9,48.0,11,8,1,2
studio_4,G23,S114,316.8,25,0,12.7,31.5,58.5,7,11,5,6
studio_4,G24,S005,587.3,20,1,29.4,31.9,62.1,11,1,5,0
studio_4,G24,S028,846.5,44,1,19.2,39.8,54.2,17,7,3,4
studio_4,G24,S041,885.3,41,4,21.6,36.2,46.1,13,2,1,2
studio_4,G24,S048,168.7,11,1,15.3,26.9,54.5,3,5,4,1
studio_4,G24,S060,1312.3,61,2,21.5,44.3,32.4,16,4,0,1
studio_5,G01,S030,193.0,4,0,48.2,39.3,54.7,13,5,2,1
studio_5,G01,S033,740.2,32,10,23.1,39.6,53.7,14,8,2,4
studio_5,G01,S038,12.0,1,0,12.0,25.1,48.0,3,11,3,8
studio_5,G01,S056,350.8,17,0,20.6,38.3,52.5,10,8,4,3
studio_5,G01,S076,2053.9,108,5,19.0,47.0,42.3,31,5,3,1
studio_5,G02,S017,631.9,56,4,11.3,39.2,54.0,9,8,4,2
studio_5,G02,S019,225.1,21,0,10.7,28.8,65.2,13,4,4,1
studio_5,G02,S026,142.6,8,2,17.8,41.0,53.0,8,4,1,1
studio_5,G02,S064,1224.7,88,6,13.9,44.4,48.5,18,5,6,2
studio_5,G02,S120,1000.8,69,5,14.5,37.1,56.6,22,8,6,4
studio_5,G03,S023,76.6,2,0,38.3,34.5,50.4,4,3,4,1
studio_5,G03,S037,270.8,26,4,10.4,34.3,59.7,9,10,4,2
studio_5,G03,S055,759.3,59,3,12.9,44.5,49.5,18,7,5,1
studio_5,G03,S079,1184.4,97,3,12.2,53.9,40.1,16,4,2,2
studio_5,G03,S100,747.0,46,5,16.2,39.0,42.4,19,10,0,4
studio_5,G04,S002,332.9,19,0,17.5,34.7,59.3,14,6,1,1
studio_5,G04,S050,221.2,7,4,31.6,41.1,45.5,8,8,0,1
studio_5,G04,S087,29.2,4,1,7.3,25.9,56.3,4,3,3,2
studio_5,G04,S090,2400.7,107,10,22.4,51.9,42.1,52,6,5,2
studio_5,G04,S102,6.5,1,0,6.5,32.9,52.4,5,5,8,1
studio_5,G05,S025,747.2,50,1,14.9,47.4,45.1,13,13,4,3
studio_5,G05,S043,472.8,31,3,15.3,26.1,60.1,13,2,4,0
studio_5,G05,S051,115.5,9,2,12.8,30.0,56.5,5,5,5,3
studio_5,G05,S107,1127.2,84,5,13.4,42.0,52.0,19,5,7,1
studio_5,G05,S118,841.6,48,4,17.5,31.2,46.3,22,11,3,1
studio_5,G06,S011,1315.6,59,2,22.3,55.8,36.2,18,7,2,4
studio_5,G06,S045,346.8,19,1,18.3,47.2,40.7,8,4,6,1
studio_5,G06,S053,866.7,48,6,18.1,38.8,52.1,15,6,2,3
studio_5,G06,S073,18.9,1,1,18.9,24.3,59.6,7,4,5,3
studio_5,G06,S116,635.7,39,3,16.3,32.1,59.8,11,5,1,3
studio_5,G07,S001,938.2,52,3,18.0,41.1,52.9,22,4,2,2
studio_5,G07,S010,1071.8,76,3,14.1,43.3,50.7,22,13,2,5
studio_5,G07,S044,627.4,45,3,13.9,47.3,46.6,13,1,4,0
studio_5,G07,S063,133.7,12,4,11.1,33.7,58.0,6,8,3,3
studio_5,G07,S071,177.7,8,0,22.2,36.0,43.1,12,8,1,3
studio_5,G08,S021,1345.0,56,2,24.0,40.0,54.0,26,6,1,2
studio_5,G08,S047,72.4,3,1,24.1,35.5,58.5,8,8,0,1
studio_5,G08,S068,732.9,49,2,15.0,43.9,50.1,14,12,9,4
studio_5,G08,S088,386.5,15,1,25.8,46.2,47.8,13,6,0,2
studio_5,G08,S108,892.8,42,5,21.3,29.6,49.7,9,5,10,3
studio_5,G09,S029,314.9,25,0,12.6,37.0,44.1,8,2,3,2
studio_5,G09,S036,301.6,18,1,16.8,20.0,60.8,11,6,8,2
studio_5,G09,S067,660.7,44,2,15.0,47.0,38.4,14,2,3,0
studio_5,G09,S077,1176.6,131,7,9.0,49.7,44.3,19,11,1,1
studio_5,G09,S082,530.0,43,4,12.3,40.5,51.3,14,14,0,3
studio_5,G10,S009,744.0,34,2,21.9,38.7,44.9,23,13,3,7
studio_5,G10,S015,116.2,8,2,14.5,31.7,57.6,8,6,12,3
studio_5,G10,S078,216.5,9,2,24.1,34.6,59.4,6,10,5,4
studio_5,G10,S083,1381.7,65,3,21.3,36.8,44.5,23,8,3,3
studio_5,G10,S103,263.2,15,3,17.5,38.8,52.0,11,3,3,1
studio_5,G11,S046,22.3,1,0,22.3,29.8,61.2,6,9,0,1
studio_5,G11,S058,13.8,1,2,13.8,44.8,43.6,7,9,2,2
studio_5,G11,S081,1244.8,105,9,11.9,43.9,50.1,17,10,2,4
studio_5,G11,S092,1821.1,109,4,16.7,43.2,50.1,19,10,10,3
studio_5,G11,S105,85.1,5,0,17.0,32.4,61.6,3,2,0,0
studio_5,G12,S013,458.5,32,0,14.3,35.9,54.1,8,8,9,3
studio_5,G12,S057,1151.6,79,7,14.6,42.4,49.8,21,6,2,3
studio_5,G12,S059,365.8,22,3,16.6,33.2,57.2,11,1,0,1
studio_5,G12,S084,604.8,39,2,15.5,42.8,37.9,7,6,3,0
studio_5,G12,S095,593.4,35,4,17.0,39.9,51.9,16,10,6,6
studio_5,G13,S012,353.4,26,2,13.6,38.2,55.6,12,11,5,1
studio_5,G13,S022,5.3,1,0,5.3,47.5,38.5,9,11,3,3
studio_5,G13,S061,683.2,50,1,13.7,37.5,56.5,10,7,3,2
studio_5,G13,S072,1254.8,93,5,13.5,40.0,48.3,21,7,2,4
studio_5,G13,S091,839.4,67,1,12.5,39.8,50.0,22,3,4,1
studio_5,G14,S031,53.9,10,1,5.4,19.9,55.3,2,13,0,3
studio_5,G14,S039,1209.3,63,3,19.2,39.5,45.3,20,12,5,5
studio_5,G14,S065,1359.0,82,5,16.6,52.6,41.4,16,9,5,3
studio_5,G14,S074,310.3,14,1,22.2,32.3,41.3,13,4,6,2
studio_5,G14,S104,343.4,27,0,12.7,33.5,58.8,10,0,2,0
studio_5,G15,S006,256.9,28,2,9.2,31.3,52.0,8,19,6,4
studio_5,G15,S014,995.6,80,4,12.4,45.4,38.2,26,6,2,2
studio_5,G15,S020,816.9,62,2,13.2,29.9,62.2,23,10,7,2
studio_5,G15,S032,293.3,17,0,17.3,47.0,47.0,14,13,12,4
studio_5,G15,S034,501.6,44,4,11.4,41.4,49.7,12,2,1,0
studio_5,G16,S007,822.3,53,5,15.5,33.1,60.9,18,10,8,3
studio_5,G16,S052,393.4,20,2,19.7,38.3,45.8,12,13,0,5
studio_5,G16,S070,1049.6,76,3,13.8,40.1,53.9,15,18,0,6
studio_5,G16,S080,858.5,60,2,14.3,46.0,48.0,12,3,2,2
studio_5,G16,S109,292.6,25,1,11.7,34.8,55.7,5,11,1,5
studio_5,G17,S016,830.0,68,0,12.2,38.5,53.5,19,2,5,0
studio_5,G17,S035,1398.9,109,4,12.8,41.8,47.6,30,8,0,4
studio_5,G17,S062,176.9,11,1,16.1,44.3,42.5,8,13,11,6
studio_5,G17,S086,315.8,31,1,10.2,40.4,53.2,13,8,2,3
studio_5,G17,S099,303.1,21,2,14.4,39.0,53.4,7,10,2,1
studio_5,G18,S004,160.3,12,2,13.4,43.0,51.0,10,9,4,2
studio_5,G18,S054,433.2,27,2,16.0,27.8,64.0,11,1,0,1
studio_5,G18,S069,1040.8,74,6,14.1,38.5,54.7,18,6,8,2
studio_5,G18,S075,686.5,56,2,12.3,29.6,59.3,8,4,1,1
studio_5,G18,S101,828.9,64,3,13.0,32.2,61.8,16,3,2,2
studio_5,G19,S003,364.1,28,3,13.0,43.7,46.6,10,4,1,1
studio_5,G19,S008,160.7,18,1,8.9,25.1,58.2,7,3,4,0
studio_5,G19,S018,1023.8,75,4,13.7,46.6,45.4,12,7,6,2
studio_5,G19,S042,310.8,24,1,13.0,36.9,57.1,11,4,1,0
studio_5,G19,S066,1029.0,81,3,12.7,36.0,58.0,18,10,3,3
studio_5,G20,S089,360.6,26,0,13.9,41.5,36.9,8,7,10,2
studio_5,G20,S112,516.9,26,5,19.9,35.6,58.4,12,12,0,1
studio_5,G20,S113,274.1,15,2,18.3,31.4,59.3,12,16,9,4
studio_5,G20,S117,820.3,46,4,17.8,45.2,42.3,19,4,3,2
studio_5,G20,S119,765.4,53,2,14.4,44.2,49.8,17,13,0,2
studio_5,G21,S085,755.0,45,3,16.8,40.4,53.6,12,4,3,2
studio_5,G21,S094,516.2,38,2,13.6,50.9,41.2,14,9,3,3
studio_5,G21,S098,764.8,52,3,14.7,37.4,56.6,12,14,6,5
studio_5,G21,S111,517.0,21,5,24.6,50.9,43.1,17,3,0,2
studio_5,G21,S115,169.6,10,2,17.0,27.3,62.8,12,8,10,2
studio_5,G22,S027,144.3,9,1,16.0,43.2,49.8,9,9,8,4
studio_5,G22,S093,1157.5,57,4,20.3,39.8,40.2,20,13,5,7
studio_5,G22,S096,1025.2,57,3,18.0,32.9,55.8,19,14,3,4
studio_5,G22,S097,758.4,29,0,26.2,42.7,51.3,17,5,1,2
studio_5,G22,S110,431.8,20,3,21.6,34.1,48.3,9,10,6,6
studio_5,G23,S024,1059.5,55,1,19.3,43.7,48.6,21,7,0,3
studio_5,G23,S040,216.3,6,1,36.1,37.4,51.1,12,5,1,2
studio_5,G23,S049,1011.9,47,0,21.5,34.3,55.6,12,4,3,2
studio_5,G23,S106,801.1,38,3,21.1,39.1,54.5,8,6,3,2
studio_5,G23,S114,380.5,21,1,18.1,44.6,49.4,12,20,6,7
studio_5,G24,S005,685.2,59,3,11.6,40.6,45.4,20,5,3,1
studio_5,G24,S028,251.6,23,3,10.9,43.9,50.1,7,9,9,2
studio_5,G24,S041,874.2,85,4,10.3,45.1,48.9,29,4,2,2
studio_5,G24,S048,36.9,3,0,12.3,40.9,53.1,8,7,4,4
studio_5,G24,S060,849.4,75,2,11.3,40.3,53.7,22,12,1,5
studio_6,G01,S030,1434.1,89,3,16.1,52.2,41.0,22,4,4,2
studio_6,G01,S033,1092.7,67,2,16.3,48.8,45.2,18,5,1,3
studio_6,G01,S038,20.0,1,0,20.0,31.5,62.5,6,10,3,6
studio_6,G01,S056,536.0,27,2,19.9,43.0,51.0,11,7,3,2
studio_6,G01,S076,210.8,12,0,17.6,39.5,54.5,13,0,2,0
studio_6,G02,S017,1124.0,55,2,20.4,31.9,61.9,21,9,10,6
studio_6,G02,S019,1008.1,42,3,24.0,45.5,48.5,20,5,3,0
studio_6,G02,S026,355.3,19,1,18.7,29.1,64.9,9,4,3,0
studio_6,G02,S064,88.2,8,0,11.0,46.3,47.7,5,5,5,1
studio_6,G02,S120,819.3,33,1,24.8,44.1,49.9,11,0,4,0
studio_6,G03,S023,255.9,25,0,10.2,25.9,50.0,6,10,4,4
studio_6,G03,S037,204.9,19,0,10.8,39.3,47.4,5,9,1,4
studio_6,G03,S055,759.0,64,4,11.9,47.2,41.0,9,4,0,1
studio_6,G03,S079,977.0,76,2,12.9,42.3,40.1,20,5,2,4
studio_6,G03,S100,844.9,72,4,11.7,35.4,47.2,22,7,0,2
studio_6,G04,S002,814.5,36,2,22.6,39.4,54.6,6,5,2,2
studio_6,G04,S050,122.3,10,0,12.2,41.2,40.9,6,6,2,4
studio_6,G04,S087,34.8,1,1,34.8,25.7,68.3,3,1,6,0
studio_6,G04,S090,2146.4,124,4,17.3,52.7,41.3,36,10,2,2
studio_6,G04,S102,177.4,8,2,22.2,34.0,57.2,1,5,5,2
studio_6,G05,S025,700.5,43,2,16.3,45.6,37.7,15,10,6,2
studio_6,G05,S043,49.4,1,1,49.4,32.1,51.0,5,3,1,1
studio_6,G05,S051,506.5,31,1,16.3,45.1,48.9,14,3,1,1
studio_6,G05,S107,1184.6,81,3,14.6,38.8,55.2,22,8,9,4
studio_6,G05,S118,458.9,30,2,15.3,29.9,63.1,10,13,5,8
studio_6,G06,S011,558.8,30,4,18.6,35.2,58.8,13,1,1,0
studio_6,G06,S045,1220.7,59,5,20.7,44.2,49.8,22,4,3,2
studio_6,G06,S053,482.7,26,3,18.6,32.5,50.5,11,7,4,1
studio_6,G06,S073,772.3,37,2,20.9,47.8,46.2,15,5,4,2
studio_6,G06,S116,351.5,16,3,22.0,45.8,48.2,15,7,6,2
studio_6,G07,S001,1538.8,106,5,14.5,41.2,49.9,22,5,1,2
studio_6,G07,S010,676.7,51,1,13.3,29.6,58.5,13,10,4,3
studio_6,G07,S044,350.5,23,3,15.2,36.4,53.1,10,4,13,1
studio_6,G07,S063,90.0,3,1,30.0,23.1,47.2,5,3,2,1
studio_6,G07,S071,278.9,13,0,21.5,37.6,50.5,5,2,1,0
studio_6,G08,S021,1056.6,49,4,21.6,40.7,44.4,21,4,1,1
studio_6,G08,S047,175.2,8,4,21.9,39.3,48.6,4,11,1,5
studio_6,G08,S068,746.6,58,2,12.9,48.2,45.8,14,10,5,4
studio_6,G08,S088,866.7,47,0,18.4,41.1,50.5,20,5,1,3
studio_6,G08,S108,519.6,36,0,14.4,31.7,47.2,14,8,10,4
studio_6,G09,S029,232.5,20,1,11.6,31.6,61.4,5,4,1,2
studio_6,G09,S036,272.4,21,3,13.0,34.6,59.4,10,11,5,5
studio_6,G09,S067,606.3,41,3,14.8,35.9,41.1,6,5,1,3
studio_6,G09,S077,1297.6,128,3,10.1,49.9,44.1,30,4,1,2
studio_6,G09,S082,587.7,45,2,13.1,41.0,53.0,11,10,0,5
studio_6,G10,S009,842.1,32,4,26.3,35.0,41.9,15,15,3,6
studio_6,G10,S015,108.2,4,0,27.0,23.0,65.9,8,6,5,2
studio_6,G10,S078,324.1,13,3,24.9,33.4,60.6,7,10,5,6
studio_6,G10,S083,1257.3,70,5,18.0,43.0,51.0,21,7,5,1
studio_6,G10,S103,690.5,21,2,32.9,28.4,59.7,10,6,6,1
studio_6,G11,S046,1278.5,81,1,15.8,41.7,46.1,28,4,3,2
studio_6,G11,S058,13.0,2,1,6.5,24.6,68.4,2,3,1,0
studio_6,G11,S081,1606.7,100,6,16.1,42.7,51.3,28,13,3,6
studio_6,G11,S092,307.4,16,2,19.2,39.8,49.2,12,9,11,3
studio_6,G11,S105,13.0,1,1,13.0,31.0,54.2,4,2,1,0
studio_6,G12,S013,956.0,37,3,25.8,51.7,42.3,15,6,4,5
studio_6,G12,S057,699.0,37,6,18.9,40.6,50.1,9,4,3,2
studio_6,G12,S059,250.9,12,1,20.9,29.9,54.6,7,4,3,2
studio_6,G12,S084,694.6,33,5,21.0,44.9,49.1,18,4,1,2
studio_6,G12,S095,457.8,21,1,21.8,39.4,44.7,14,8,2,1
studio_6,G13,S012,172.0,12,0,14.3,29.2,56.2,6,8,9,2
studio_6,G13,S022,301.5,17,2,17.7,33.8,58.7,7,11,2,6
studio_6,G13,S061,664.1,46,3,14.4,34.8,56.7,20,8,4,2
studio_6,G13,S072,982.4,68,5,14.4,33.3,41.4,25,2,0,1
studio_6,G13,S091,867.4,56,0,15.5,34.7,59.3,17,6,0,1
studio_6,G14,S031,383.6,25,6,15.3,30.5,56.2,10,6,0,2
studio_6,G14,S039,974.6,72,4,13.5,48.8,45.2,21,20,6,7
studio_6,G14,S065,1077.0,72,1,15.0,36.1,50.7,23,7,3,2
studio_6,G14,S074,172.8,11,1,15.7,44.3,49.7,15,10,4,6
studio_6,G14,S104,448.2,43,1,10.4,39.2,47.2,6,5,1,1
studio_6,G15,S006,651.2,37,3,17.6,39.8,54.2,23,19,4,10
studio_6,G15,S014,1065.1,55,10,19.4,43.1,46.8,28,3,3,1
studio_6,G15,S020,258.9,15,3,17.3,43.4,50.6,4,8,6,3
studio_6,G15,S032,899.4,53,3,17.0,43.5,50.5,19,13,4,3
studio_6,G15,S034,324.1,15,1,21.6,29.1,57.9,11,4,1,4
studio_6,G16,S007,700.9,49,2,14.3,47.2,36.8,16,8,6,3
studio_6,G16,S052,450.6,29,3,15.5,35.1,46.1,13,17,0,5
studio_6,G16,S070,1188.7,74,6,16.1,43.1,50.9,21,10,0,5
studio_6,G16,S080,526.6,30,2,17.6,38.7,48.6,10,5,3,0
studio_6,G16,S109,270.3,20,2,13.5,37.4,56.6,7,6,2,1
studio_6,G17,S016,494.9,52,1,9.5,36.0,46.8,13,7,8,5
studio_6,G17,S035,1228.0,107,6,11.5,50.5,43.5,25,4,3,2
studio_6,G17,S062,511.4,39,1,13.1,35.5,54.8,17,11,7,5
studio_6,G17,S086,204.5,17,1,12.0,30.3,63.7,9,5,6,3
studio_6,G17,S099,405.3,32,0,12.7,26.5,43.1,6,6,5,4
studio_6,G18,S004,154.8,10,0,15.5,38.2,55.8,4,4,8,0
studio_6,G18,S054,570.2,32,3,17.8,39.1,43.1,15,1,2,0
studio_6,G18,S069,1010.5,69,4,14.6,35.3,49.7,26,7,5,3
studio_6,G18,S075,311.5,15,4,20.8,38.7,55.3,8,7,0,0
studio_6,G18,S101,824.5,50,6,16.5,40.6,45.3,11,7,6,1
studio_6,G19,S003,19.4,1,2,19.4,21.0,61.1,5,5,1,3
studio_6,G19,S008,173.8,12,0,14.5,34.3,59.7,2,2,3,1
studio_6,G19,S018,815.4,58,5,14.1,35.1,58.9,15,6,6,2
studio_6,G19,S042,1511.7,102,4,14.8,52.6,41.4,18,4,5,1
studio_6,G19,S066,576.1,42,0,13.7,37.8,56.2,11,10,6,3
studio_6,G20,S089,367.3,19,0,19.3,39.6,48.1,9,4,5,0
studio_6,G20,S112,534.7,36,2,14.9,30.2,63.8,8,9,2,4
studio_6,G20,S113,235.1,12,1,19.6,36.0,49.9,4,9,4,2
studio_6,G20,S117,497.8,36,2,13.8,36.8,57.2,8,6,0,3
studio_6,G20,S119,1249.2,70,3,17.8,32.6,61.4,25,10,0,5
studio_6,G21,S085,636.7,39,4,16.3,30.3,63.7,11,1,3,1
studio_6,G21,S094,817.8,43,2,19.0,43.5,50.5,12,3,1,2
studio_6,G21,S098,951.4,49,3,19.4,49.5,44.5,18,12,6,3
studio_6,G21,S111,296.6,19,2,15.6,34.7,59.2,6,8,3,5
studio_6,G21,S115,398.7,14,2,28.5,37.6,53.0,8,8,5,4
studio_6,G22,S027,451.2,33,2,13.7,41.6,43.9,12,10,6,3
studio_6,G22,S093,387.9,29,2,13.4,42.9,51.1,7,12,5,6
studio_6,G22,S096,946.6,52,5,18.2,53.2,40.8,23,9,1,2
