message_id,group_id,session_id,student_id,timestamp,text
M00497,G20,studio_1,S119,2026-09-10T16:53:07,right someone should own the intro if that works for everyone
M00498,G03,studio_1,S100,2026-09-10T16:53:10,nice
M00499,G16,studio_1,S070,2026-09-10T16:53:11,hmm i think chunking is basically why the experts in the study looked faster if that works for everyone
M00500,G15,studio_1,S032,2026-09-10T16:53:17,hey sorry can you repeat that
M00501,G10,studio_1,S015,2026-09-10T16:53:21,i think recall beats rereading for us because the exam is all application
M00502,G15,studio_1,S020,2026-09-10T16:53:45,wait i'm adding the doc link to the doc right
M00503,G20,studio_1,S113,2026-09-10T16:53:45,"counterpoint, our example should be the blank page recall one?"
M00504,G16,studio_1,S052,2026-09-10T16:53:48,yeah is that the same as what we said before
M00505,G07,studio_1,S010,2026-09-10T16:54:05,hmm running two minutes late what do you think
M00506,G15,studio_1,S014,2026-09-10T16:54:16,wait sharing my screen now or am i off
M00507,G18,studio_1,S004,2026-09-10T16:54:17,wait can someone paste the slide
M00508,G09,studio_1,S067,2026-09-10T16:54:21,yeah what does that term mean again
M00509,G01,studio_1,S038,2026-09-10T16:54:23,so the testing effect showed up even in the ungraded condition which is the interesting part
M00510,G22,studio_1,S027,2026-09-10T16:54:27,right hi all
M00511,G07,studio_1,S001,2026-09-10T16:54:32,wait so maybe we say encoding decides which cues work later right
M00512,G19,studio_1,S042,2026-09-10T16:54:33,are we answering question ten or the next one
M00513,G18,studio_1,S101,2026-09-10T16:54:34,right can you say more about that?
M00514,G04,studio_1,S002,2026-09-10T16:54:35,ok can someone paste the doc link does that track
M00515,G15,studio_1,S034,2026-09-10T16:54:35,can we come back to part 2 in a sec does that track
M00516,G19,studio_1,S018,2026-09-10T16:54:37,right love that lol
M00517,G02,studio_1,S017,2026-09-10T16:54:39,hey can you give an example or am i off
M00518,G06,studio_1,S045,2026-09-10T16:54:40,hey moving the doc link into the doc now if that works for everyone
M00519,G15,studio_1,S020,2026-09-10T16:54:47,so agreed
M00520,G01,studio_1,S038,2026-09-10T16:54:53,ok love that
M00521,G22,studio_1,S027,2026-09-10T16:54:58,really
M00522,G22,studio_1,S093,2026-09-10T16:55:06,right i'm back
M00523,G15,studio_1,S034,2026-09-10T16:55:29,moving the transcript into the doc now does that track
M00524,G09,studio_1,S036,2026-09-10T16:55:41,ok brb one sec or am i off
M00525,G10,studio_1,S009,2026-09-10T16:55:43,ok can someone paste the reading what do you think
M00526,G11,studio_1,S058,2026-09-10T16:56:06,i missed that last bit lol
M00527,G15,studio_1,S032,2026-09-10T16:56:26,hey that is a great way to put it
M00528,G12,studio_1,S057,2026-09-10T16:56:29,oh that makes sense
M00529,G01,studio_1,S030,2026-09-10T16:56:30,alright good point
M00530,G23,studio_1,S024,2026-09-10T16:56:30,so maybe we say encoding decides which cues work later what do you think
M00531,G08,studio_1,S021,2026-09-10T16:56:33,does everyone have the rubric open sorry if that is obvious
M00532,G05,studio_1,S107,2026-09-10T16:56:38,so maybe i think recall beats rereading for us because the exam is all application if that works for everyone
M00533,G12,studio_1,S084,2026-09-10T16:56:49,ok sorry can you repeat that right
M00534,G17,studio_1,S086,2026-09-10T16:56:54,so i'm convinced
M00535,G10,studio_1,S083,2026-09-10T16:57:01,so hold on let me reread the table right
M00536,G04,studio_1,S090,2026-09-10T16:57:07,yeah honestly we could open with the difference between recognizing and producing
M00537,G18,studio_1,S075,2026-09-10T16:57:20,right that is a great way to put it
M00538,G07,studio_1,S001,2026-09-10T16:57:25,"hmm from the reading, we could open with the difference between recognizing and producing what do you think"
M00539,G05,studio_1,S107,2026-09-10T16:57:38,hey no worries
M00540,G11,studio_1,S081,2026-09-10T16:57:56,alright maybe i think recall beats rereading for us because the exam is all application
M00541,G03,studio_1,S079,2026-09-10T16:58:10,"alright not sure, but we could open with the difference between recognizing and producing if that works for everyone"
M00542,G14,studio_1,S074,2026-09-10T16:58:13,so love that
M00543,G16,studio_1,S109,2026-09-10T16:58:19,hmm running two minutes late
M00544,G24,studio_1,S048,2026-09-10T16:58:20,alright cues matter as much as effort when you are trying to bring something back lol
M00545,G11,studio_1,S105,2026-09-10T16:58:25,right maybe we say encoding decides which cues work later
M00546,G08,studio_1,S068,2026-09-10T16:58:26,hey brb one sec
M00547,G16,studio_1,S109,2026-09-10T16:58:27,so should we outline first
M00548,G23,studio_1,S040,2026-09-10T16:58:43,hmm really sorry if that is obvious
M00549,G03,studio_1,S100,2026-09-10T16:58:57,right let's split this twenty ways what do you think
M00550,G16,studio_1,S070,2026-09-10T16:59:03,i missed that last bit lol
M00551,G20,studio_1,S112,2026-09-10T16:59:05,"oh for the doc, maybe we say encoding decides which cues work later"
M00552,G05,studio_1,S118,2026-09-10T16:59:38,so who is taking notes today lol
M00553,G03,studio_1,S100,2026-09-10T16:59:44,yeah so the forgetting curve thing only worked for me when i spaced it out right
M00554,G01,studio_1,S038,2026-09-10T16:59:45,ok my wifi dropped sorry
M00555,G17,studio_1,S016,2026-09-10T16:59:52,we could open with the difference between recognizing and producing does that track
M00556,G03,studio_1,S055,2026-09-10T17:00:07,do you mean the doc link or the other one sorry if that is obvious
M00557,G16,studio_1,S109,2026-09-10T17:00:10,"from the reading, recognizing it in the notes is not the same as producing it"
M00558,G17,studio_1,S016,2026-09-10T17:00:20,i lost the transcript again sorry
M00559,G09,studio_1,S029,2026-09-10T17:00:20,yeah sharing my screen now
M00560,G18,studio_1,S101,2026-09-10T17:00:32,"yeah for the doc, cues matter as much as effort when you are trying to bring something back does that track"
M00561,G13,studio_1,S012,2026-09-10T17:00:41,hmm my read is cues matter as much as effort when you are trying to bring something back lol
M00562,G13,studio_1,S072,2026-09-10T17:00:53,hey do you mean the prompt or the other one
M00563,G23,studio_1,S106,2026-09-10T17:01:01,oh i can present if nobody else wants to or am i off
M00564,G09,studio_1,S082,2026-09-10T17:01:08,hey let's each take five minutes to write first
M00565,G21,studio_1,S115,2026-09-10T17:01:13,i think maybe we say encoding decides which cues work later lol
M00566,G09,studio_1,S036,2026-09-10T17:01:14,ok brb one sec
M00567,G05,studio_1,S107,2026-09-10T17:01:15,are we answering question fifteen or the next one if that works for everyone
M00568,G11,studio_1,S046,2026-09-10T17:01:18,so i'll write up the wrap up if that works for everyone
M00569,G15,studio_1,S006,2026-09-10T17:01:31,who wants to present back
M00570,G06,studio_1,S116,2026-09-10T17:01:32,i missed that last bit or am i off
M00571,G16,studio_1,S070,2026-09-10T17:01:44,ok oh interesting
M00572,G23,studio_1,S114,2026-09-10T17:01:52,"hmm for the doc, cues matter as much as effort when you are trying to bring something back"
M00573,G20,studio_1,S113,2026-09-10T17:01:54,alright maybe cues matter as much as effort when you are trying to bring something back
M00574,G22,studio_1,S093,2026-09-10T17:01:56,"right not sure, but the testing effect showed up even in the ungraded condition which is the interesting part sorry if that is obvious"
M00575,G02,studio_1,S064,2026-09-10T17:02:23,"wait from the reading, maybe we say encoding decides which cues work later does that track"
M00576,G20,studio_1,S117,2026-09-10T17:02:37,hmm sharing my screen now
M00577,G07,studio_1,S063,2026-09-10T17:02:47,yeah can you give an example
M00578,G09,studio_1,S077,2026-09-10T17:02:52,"wait counterpoint, chunking is basically why the experts in the study looked faster?"
M00579,G20,studio_1,S112,2026-09-10T17:02:58,which the question are we on if that works for everyone
M00580,G22,studio_1,S093,2026-09-10T17:03:03,"wait from the reading, i think recall beats rereading for us because the exam is all application sorry if that is obvious"
M00581,G21,studio_1,S115,2026-09-10T17:03:15,hey maybe we say encoding decides which cues work later lol
M00582,G03,studio_1,S023,2026-09-10T17:03:18,thanks for waiting what do you think
M00583,G22,studio_1,S093,2026-09-10T17:03:23,can you say more about that
M00584,G01,studio_1,S056,2026-09-10T17:03:31,alright is that the same as what we said before what do you think
M00585,G08,studio_1,S088,2026-09-10T17:03:41,so my wifi dropped sorry
M00586,G20,studio_1,S112,2026-09-10T17:03:42,maybe we say encoding decides which cues work later sorry if that is obvious
M00587,G04,studio_1,S050,2026-09-10T17:04:03,right the forgetting curve thing only worked for me when i spaced it out does that track
M00588,G17,studio_1,S062,2026-09-10T17:04:04,wait do you mean our notes or the other one
M00589,G13,studio_1,S022,2026-09-10T17:04:09,right i'm back
M00590,G11,studio_1,S081,2026-09-10T17:04:09,do you mean the example or the other one?
M00591,G21,studio_1,S115,2026-09-10T17:04:11,maybe our example should be the blank page recall one does that track
M00592,G11,studio_1,S092,2026-09-10T17:04:15,right putting the transcript at the top of the doc or am i off
M00593,G17,studio_1,S062,2026-09-10T17:04:16,"ok counterpoint, our example should be the blank page recall one"
M00594,G05,studio_1,S043,2026-09-10T17:04:18,right i'll take the last section lol
M00595,G10,studio_1,S103,2026-09-10T17:04:26,i'll take the last section
M00596,G15,studio_1,S020,2026-09-10T17:04:30,hold on let me reread the table does that track
M00597,G13,studio_1,S022,2026-09-10T17:04:38,hey who is taking notes today
M00598,G01,studio_1,S076,2026-09-10T17:04:47,ok i can present if nobody else wants to lol
M00599,G09,studio_1,S036,2026-09-10T17:04:54,my wifi dropped sorry
M00600,G20,studio_1,S119,2026-09-10T17:04:56,same here honestly
M00601,G16,studio_1,S052,2026-09-10T17:04:57,ok my wifi dropped sorry
M00602,G18,studio_1,S075,2026-09-10T17:05:13,hmm i'll write up the second question
M00603,G15,studio_1,S006,2026-09-10T17:05:31,can you say more about that or am i off
M00604,G05,studio_1,S043,2026-09-10T17:06:01,ok let's each take ten minutes to write first right
M00605,G10,studio_1,S078,2026-09-10T17:06:17,let's each take four minutes to write first
M00606,G20,studio_1,S119,2026-09-10T17:06:20,alright brb one sec if that works for everyone
M00607,G09,studio_1,S029,2026-09-10T17:06:22,wait i can set up the doc what do you think
M00608,G05,studio_1,S043,2026-09-10T17:06:23,wait someone should own part 1 if that works for everyone
M00609,G02,studio_1,S026,2026-09-10T17:06:27,right we could open with the difference between recognizing and producing
M00610,G11,studio_1,S092,2026-09-10T17:06:29,recognizing it in the notes is not the same as producing it sorry if that is obvious
M00611,G06,studio_1,S045,2026-09-10T17:06:29,"not sure, but i think recall beats rereading for us because the exam is all application"
M00612,G15,studio_1,S006,2026-09-10T17:06:31,right our example should be the blank page recall one?
M00613,G10,studio_1,S083,2026-09-10T17:06:40,right we have ten minutes left if that works for everyone
M00614,G02,studio_1,S017,2026-09-10T17:06:42,oh are we answering question three or the next one
M00615,G01,studio_1,S030,2026-09-10T17:06:43,"right counterpoint, i think recall beats rereading for us because the exam is all application lol"
M00616,G24,studio_1,S041,2026-09-10T17:06:44,"oh counterpoint, i think recall beats rereading for us because the exam is all application if that works for everyone"
M00617,G22,studio_1,S110,2026-09-10T17:06:45,so maybe we say encoding decides which cues work later
M00618,G15,studio_1,S034,2026-09-10T17:06:49,yeah hold on let me reread the doc link if that works for everyone
M00619,G01,studio_1,S076,2026-09-10T17:06:52,hey so our example should be the blank page recall one does that track
M00620,G08,studio_1,S068,2026-09-10T17:06:56,so i think recall beats rereading for us because the exam is all application what do you think
M00621,G04,studio_1,S002,2026-09-10T17:06:57,oh maybe we say encoding decides which cues work later or am i off
M00622,G13,studio_1,S072,2026-09-10T17:06:59,alright i'm not sure i follow or am i off
M00623,G12,studio_1,S059,2026-09-10T17:07:02,alright does everyone have our notes open?
M00624,G22,studio_1,S110,2026-09-10T17:07:06,right do you mean the handout or the other one
M00625,G18,studio_1,S075,2026-09-10T17:07:10,ok no worries
M00626,G09,studio_1,S067,2026-09-10T17:07:17,ok can we come back to the summary in a sec right
M00627,G08,studio_1,S088,2026-09-10T17:07:35,"counterpoint, the testing effect showed up even in the ungraded condition which is the interesting part what do you think"
M00628,G01,studio_1,S056,2026-09-10T17:07:41,i missed that last bit right
M00629,G18,studio_1,S004,2026-09-10T17:07:42,so chunking is basically why the experts in the study looked faster lol
M00630,G07,studio_1,S010,2026-09-10T17:07:44,i can present if nobody else wants to
M00631,G03,studio_1,S079,2026-09-10T17:07:48,right so i think recall beats rereading for us because the exam is all application?
M00632,G06,studio_1,S073,2026-09-10T17:07:48,so that is a great way to put it
M00633,G18,studio_1,S075,2026-09-10T17:07:50,who wants to present back
M00634,G16,studio_1,S070,2026-09-10T17:07:52,hey are we answering question three or the next one if that works for everyone
M00635,G18,studio_1,S075,2026-09-10T17:08:06,hmm the forgetting curve thing only worked for me when i spaced it out
M00636,G14,studio_1,S074,2026-09-10T17:08:07,so are we answering question twenty or the next one if that works for everyone
M00637,G14,studio_1,S031,2026-09-10T17:08:09,hmm i'm convinced or am i off
M00638,G19,studio_1,S066,2026-09-10T17:08:32,oh interesting
M00639,G12,studio_1,S084,2026-09-10T17:08:38,so thanks for waiting
M00640,G19,studio_1,S008,2026-09-10T17:08:39,"ok not sure, but the testing effect showed up even in the ungraded condition which is the interesting part if that works for everyone"
M00641,G16,studio_1,S070,2026-09-10T17:08:40,yeah i think recall beats rereading for us because the exam is all application
M00642,G11,studio_1,S081,2026-09-10T17:08:44,"counterpoint, our example should be the blank page recall one does that track"
M00643,G14,studio_1,S039,2026-09-10T17:08:44,wait which the question are we on?
M00644,G16,studio_1,S070,2026-09-10T17:08:45,hmm i missed that last bit does that track
M00645,G22,studio_1,S027,2026-09-10T17:08:58,oh agreed
M00646,G08,studio_1,S047,2026-09-10T17:09:02,"wait not sure, but maybe we say encoding decides which cues work later if that works for everyone"
M00647,G22,studio_1,S096,2026-09-10T17:09:14,right can we come back to the last section in a sec does that track
M00648,G16,studio_1,S070,2026-09-10T17:09:15,wait recognizing it in the notes is not the same as producing it
M00649,G04,studio_1,S050,2026-09-10T17:09:27,hey i'll write up the intro if that works for everyone
M00650,G19,studio_1,S018,2026-09-10T17:09:29,alright i can start the doc or am i off
M00651,G24,studio_1,S028,2026-09-10T17:09:35,wait who is taking notes today or am i off
M00652,G21,studio_1,S098,2026-09-10T17:09:58,ok moving the handout into the doc now if that works for everyone
M00653,G08,studio_1,S021,2026-09-10T17:10:06,yeah i think we could open with the difference between recognizing and producing what do you think
M00654,G21,studio_1,S085,2026-09-10T17:10:13,wait recognizing it in the notes is not the same as producing it
M00655,G03,studio_1,S100,2026-09-10T17:10:19,alright let's timebox this to two minutes or am i off
M00656,G06,studio_1,S073,2026-09-10T17:10:36,can someone paste the table if that works for everyone
M00657,G10,studio_1,S078,2026-09-10T17:10:47,can you say more about that
M00658,G20,studio_1,S112,2026-09-10T17:11:06,hey recognizing it in the notes is not the same as producing it
M00659,G20,studio_1,S112,2026-09-10T17:11:10,hmm who wants to present back
M00660,G10,studio_1,S015,2026-09-10T17:11:11,"oh for the doc, cues matter as much as effort when you are trying to bring something back sorry if that is obvious"
M00661,G22,studio_1,S093,2026-09-10T17:11:20,hmm maybe maybe we say encoding decides which cues work later right
M00662,G10,studio_1,S083,2026-09-10T17:11:22,oh is that the same as what we said before right
M00663,G12,studio_1,S057,2026-09-10T17:11:29,"right not sure, but we could open with the difference between recognizing and producing right"
M00664,G16,studio_1,S070,2026-09-10T17:11:31,wait thanks for waiting
M00665,G12,studio_1,S013,2026-09-10T17:11:34,yeah so cues matter as much as effort when you are trying to bring something back if that works for everyone
M00666,G14,studio_1,S039,2026-09-10T17:11:37,my read is the forgetting curve thing only worked for me when i spaced it out does that track
M00667,G21,studio_1,S098,2026-09-10T17:11:47,alright that made me laugh
M00668,G21,studio_1,S111,2026-09-10T17:12:02,"hey from the reading, chunking is basically why the experts in the study looked faster?"
M00669,G20,studio_1,S089,2026-09-10T17:12:09,"not sure, but the forgetting curve thing only worked for me when i spaced it out"
M00670,G13,studio_1,S012,2026-09-10T17:12:11,hey i lost the example again sorry or am i off
M00671,G15,studio_1,S006,2026-09-10T17:12:15,hey same here honestly lol
M00672,G16,studio_1,S080,2026-09-10T17:12:18,alright running two minutes late
M00673,G15,studio_1,S014,2026-09-10T17:12:23,"not sure, but maybe we say encoding decides which cues work later"
M00674,G04,studio_1,S050,2026-09-10T17:12:23,alright can someone paste the handout?
M00675,G06,studio_1,S116,2026-09-10T17:12:27,yeah my wifi dropped sorry
M00676,G12,studio_1,S057,2026-09-10T17:12:29,right who is taking notes today?
M00677,G05,studio_1,S051,2026-09-10T17:12:47,right hi all right
M00678,G17,studio_1,S086,2026-09-10T17:12:48,can someone paste the reading
M00679,G14,studio_1,S039,2026-09-10T17:12:50,hey recognizing it in the notes is not the same as producing it lol
M00680,G14,studio_1,S039,2026-09-10T17:13:02,hmm who is taking notes today right
M00681,G07,studio_1,S010,2026-09-10T17:13:05,hey hi all
M00682,G03,studio_1,S100,2026-09-10T17:13:10,hmm can someone paste the prompt right
M00683,G11,studio_1,S092,2026-09-10T17:13:16,hey no worries
M00684,G13,studio_1,S022,2026-09-10T17:13:17,i think chunking is basically why the experts in the study looked faster
M00685,G14,studio_1,S039,2026-09-10T17:13:19,alright i'm not sure i follow does that track
M00686,G22,studio_1,S093,2026-09-10T17:13:20,i'm adding the question to the doc lol
M00687,G13,studio_1,S072,2026-09-10T17:13:20,wait no worries
M00688,G03,studio_1,S100,2026-09-10T17:13:39,yeah maybe maybe we say encoding decides which cues work later
M00689,G16,studio_1,S052,2026-09-10T17:13:53,"hey for the doc, maybe we say encoding decides which cues work later right"
M00690,G22,studio_1,S110,2026-09-10T17:13:54,wait i'll take the examples what do you think
M00691,G13,studio_1,S022,2026-09-10T17:14:02,wait who wants to present back?
M00692,G13,studio_1,S061,2026-09-10T17:14:04,hey which the handout are we on if that works for everyone
M00693,G14,studio_1,S065,2026-09-10T17:14:08,hey i can reorganize the doc
M00694,G16,studio_1,S070,2026-09-10T17:14:13,wait recognizing it in the notes is not the same as producing it does that track
M00695,G14,studio_1,S039,2026-09-10T17:14:25,oh maybe we say encoding decides which cues work later sorry if that is obvious
M00696,G17,studio_1,S062,2026-09-10T17:14:33,i can present if nobody else wants to right
M00697,G24,studio_1,S060,2026-09-10T17:14:39,"not sure, but the testing effect showed up even in the ungraded condition which is the interesting part what do you think"
M00698,G17,studio_1,S062,2026-09-10T17:14:54,sorry can you repeat that sorry if that is obvious
M00699,G14,studio_1,S104,2026-09-10T17:15:01,yeah love that lol
M00700,G11,studio_1,S058,2026-09-10T17:15:05,can we come back to the summary in a sec if that works for everyone
M00701,G23,studio_1,S114,2026-09-10T17:15:16,oh interesting
M00702,G22,studio_1,S027,2026-09-10T17:15:17,yeah where is that in the slide lol
M00703,G14,studio_1,S065,2026-09-10T17:15:18,recognizing it in the notes is not the same as producing it
M00704,G05,studio_1,S051,2026-09-10T17:15:23,yeah maybe our example should be the blank page recall one
M00705,G21,studio_1,S115,2026-09-10T17:15:24,good point
M00706,G02,studio_1,S019,2026-09-10T17:15:33,oh can you give an example if that works for everyone
M00707,G15,studio_1,S014,2026-09-10T17:15:43,hmm can you give an example
M00708,G21,studio_1,S111,2026-09-10T17:15:43,alright so recognizing it in the notes is not the same as producing it sorry if that is obvious
M00709,G11,studio_1,S058,2026-09-10T17:15:47,oh i'm back does that track
M00710,G23,studio_1,S106,2026-09-10T17:16:02,our example should be the blank page recall one
M00711,G14,studio_1,S031,2026-09-10T17:16:05,my read is chunking is basically why the experts in the study looked faster
M00712,G23,studio_1,S040,2026-09-10T17:16:06,ok i'm convinced what do you think
M00713,G24,studio_1,S028,2026-09-10T17:16:07,honestly the testing effect showed up even in the ungraded condition which is the interesting part?
M00714,G10,studio_1,S009,2026-09-10T17:16:11,"wait for the doc, i think recall beats rereading for us because the exam is all application what do you think"
M00715,G17,studio_1,S062,2026-09-10T17:16:17,yeah moving the prompt into the doc now?
M00716,G08,studio_1,S068,2026-09-10T17:16:19,i think maybe we say encoding decides which cues work later
M00717,G08,studio_1,S068,2026-09-10T17:16:21,hey our example should be the blank page recall one
M00718,G21,studio_1,S085,2026-09-10T17:16:29,hmm this is fun actually
M00719,G13,studio_1,S022,2026-09-10T17:16:33,honestly i think recall beats rereading for us because the exam is all application or am i off
M00720,G20,studio_1,S112,2026-09-10T17:16:33,honestly the forgetting curve thing only worked for me when i spaced it out what do you think
M00721,G13,studio_1,S012,2026-09-10T17:16:34,so sharing my screen now
M00722,G12,studio_1,S057,2026-09-10T17:16:45,right i'm back
M00723,G19,studio_1,S042,2026-09-10T17:17:04,"right from the reading, the forgetting curve thing only worked for me when i spaced it out"
M00724,G08,studio_1,S068,2026-09-10T17:17:06,my read is the forgetting curve thing only worked for me when i spaced it out does that track
M00725,G21,studio_1,S085,2026-09-10T17:17:13,i'll take part 1?
M00726,G03,studio_1,S079,2026-09-10T17:17:17,"oh from the reading, the testing effect showed up even in the ungraded condition which is the interesting part"
M00727,G16,studio_1,S070,2026-09-10T17:17:31,can we come back to part 3 in a sec does that track
M00728,G11,studio_1,S046,2026-09-10T17:17:34,right are we answering question four or the next one or am i off
M00729,G02,studio_1,S026,2026-09-10T17:17:42,hold on let me reread the rubric sorry if that is obvious
M00730,G23,studio_1,S114,2026-09-10T17:17:48,wait so the testing effect showed up even in the ungraded condition which is the interesting part
M00731,G04,studio_1,S102,2026-09-10T17:17:52,"hmm for the doc, the testing effect showed up even in the ungraded condition which is the interesting part"
M00732,G24,studio_1,S028,2026-09-10T17:17:54,hmm can someone paste the rubric what do you think
M00733,G07,studio_1,S010,2026-09-10T17:17:57,ok sharing my screen now right
M00734,G04,studio_1,S050,2026-09-10T17:18:02,alright can you give an example lol
M00735,G04,studio_1,S002,2026-09-10T17:18:08,oh are we answering question ten or the next one
M00736,G08,studio_1,S047,2026-09-10T17:18:11,"right counterpoint, cues matter as much as effort when you are trying to bring something back what do you think"
M00737,G10,studio_1,S009,2026-09-10T17:18:16,"yeah counterpoint, our example should be the blank page recall one lol"
M00738,G02,studio_1,S019,2026-09-10T17:18:16,so thanks for waiting
M00739,G08,studio_1,S021,2026-09-10T17:18:18,so sorry can you repeat that?
M00740,G22,studio_1,S027,2026-09-10T17:18:21,hey my read is i think recall beats rereading for us because the exam is all application lol
M00741,G15,studio_1,S006,2026-09-10T17:18:25,my read is maybe we say encoding decides which cues work later lol
M00742,G11,studio_1,S058,2026-09-10T17:18:42,hey hi all
M00743,G09,studio_1,S077,2026-09-10T17:18:45,right i think we could open with the difference between recognizing and producing right
M00744,G24,studio_1,S060,2026-09-10T17:18:46,so nice?
M00745,G10,studio_1,S009,2026-09-10T17:18:53,hmm maybe we say encoding decides which cues work later does that track
M00746,G16,studio_1,S109,2026-09-10T17:19:08,oh i think the testing effect showed up even in the ungraded condition which is the interesting part sorry if that is obvious
M00747,G22,studio_1,S110,2026-09-10T17:19:09,yeah chunking is basically why the experts in the study looked faster or am i off
M00748,G05,studio_1,S043,2026-09-10T17:19:19,so we have four minutes left
M00749,G11,studio_1,S081,2026-09-10T17:19:20,hmm i think maybe we say encoding decides which cues work later right
M00750,G24,studio_1,S048,2026-09-10T17:19:23,yeah the testing effect showed up even in the ungraded condition which is the interesting part
M00751,G09,studio_1,S036,2026-09-10T17:19:30,right let's split this four ways
M00752,G04,studio_1,S090,2026-09-10T17:19:30,alright really lol
M00753,G10,studio_1,S015,2026-09-10T17:19:35,"alright counterpoint, maybe we say encoding decides which cues work later sorry if that is obvious"
M00754,G09,studio_1,S067,2026-09-10T17:19:36,thanks for waiting
M00755,G10,studio_1,S078,2026-09-10T17:19:38,oh running two minutes late
M00756,G15,studio_1,S020,2026-09-10T17:19:48,so chunking is basically why the experts in the study looked faster right
M00757,G23,studio_1,S114,2026-09-10T17:19:50,"not sure, but maybe we say encoding decides which cues work later does that track"
M00758,G15,studio_1,S020,2026-09-10T17:20:19,honestly the testing effect showed up even in the ungraded condition which is the interesting part lol
M00759,G05,studio_1,S107,2026-09-10T17:20:28,"oh for the doc, the testing effect showed up even in the ungraded condition which is the interesting part right"
M00760,G11,studio_1,S081,2026-09-10T17:20:42,yeah does everyone have the reading open if that works for everyone
M00761,G21,studio_1,S115,2026-09-10T17:20:47,hmm moving the handout into the doc now
M00762,G11,studio_1,S046,2026-09-10T17:20:50,ok i'm following now
M00763,G16,studio_1,S080,2026-09-10T17:20:50,so is that the same as what we said before or am i off
M00764,G16,studio_1,S070,2026-09-10T17:20:50,hey so i think recall beats rereading for us because the exam is all application lol
M00765,G21,studio_1,S111,2026-09-10T17:20:52,hey our example should be the blank page recall one
M00766,G16,studio_1,S052,2026-09-10T17:20:52,yeah which the table are we on what do you think
M00767,G05,studio_1,S025,2026-09-10T17:21:01,yeah so we could open with the difference between recognizing and producing
M00768,G14,studio_1,S039,2026-09-10T17:21:11,alright my read is we could open with the difference between recognizing and producing lol
M00769,G03,studio_1,S055,2026-09-10T17:21:11,oh i'm convinced
M00770,G06,studio_1,S045,2026-09-10T17:21:30,right i missed that last bit
M00771,G04,studio_1,S090,2026-09-10T17:21:41,my read is the testing effect showed up even in the ungraded condition which is the interesting part
M00772,G24,studio_1,S028,2026-09-10T17:21:50,this is fun actually
M00773,G13,studio_1,S091,2026-09-10T17:21:51,hmm honestly our example should be the blank page recall one does that track
M00774,G15,studio_1,S034,2026-09-10T17:22:02,ok my wifi dropped sorry or am i off
M00775,G06,studio_1,S053,2026-09-10T17:22:04,so can you say more about that
M00776,G11,studio_1,S092,2026-09-10T17:22:12,alright sharing my screen now if that works for everyone
M00777,G24,studio_1,S060,2026-09-10T17:22:17,alright maybe i think recall beats rereading for us because the exam is all application
M00778,G23,studio_1,S024,2026-09-10T17:22:25,sorry can you repeat that
M00779,G14,studio_1,S031,2026-09-10T17:22:26,i lost the doc link again sorry
M00780,G05,studio_1,S043,2026-09-10T17:22:27,our example should be the blank page recall one
M00781,G19,studio_1,S042,2026-09-10T17:22:29,"not sure, but i think recall beats rereading for us because the exam is all application right"
M00782,G16,studio_1,S070,2026-09-10T17:22:30,alright that makes sense
M00783,G14,studio_1,S104,2026-09-10T17:22:31,hmm brb one sec
M00784,G22,studio_1,S093,2026-09-10T17:22:33,right you two are on a roll
M00785,G10,studio_1,S083,2026-09-10T17:22:39,oh does everyone have the prompt open does that track
M00786,G22,studio_1,S110,2026-09-10T17:22:42,yeah so the forgetting curve thing only worked for me when i spaced it out
M00787,G19,studio_1,S042,2026-09-10T17:22:43,right that makes sense
M00788,G17,studio_1,S086,2026-09-10T17:22:54,my read is we could open with the difference between recognizing and producing
M00789,G12,studio_1,S095,2026-09-10T17:22:54,"for the doc, the forgetting curve thing only worked for me when i spaced it out sorry if that is obvious"
M00790,G24,studio_1,S041,2026-09-10T17:22:57,ok cues matter as much as effort when you are trying to bring something back if that works for everyone
M00791,G13,studio_1,S061,2026-09-10T17:23:02,wait hold on let me reread the handout
M00792,G03,studio_1,S037,2026-09-10T17:23:13,hey maybe chunking is basically why the experts in the study looked faster right
M00793,G06,studio_1,S011,2026-09-10T17:23:31,same here honestly
M00794,G20,studio_1,S112,2026-09-10T17:23:36,hmm honestly the testing effect showed up even in the ungraded condition which is the interesting part right
M00795,G22,studio_1,S110,2026-09-10T17:23:37,yeah can you say more about that
M00796,G15,studio_1,S006,2026-09-10T17:23:37,ok i think cues matter as much as effort when you are trying to bring something back does that track
M00797,G20,studio_1,S089,2026-09-10T17:23:41,wait which the prompt are we on
M00798,G15,studio_1,S006,2026-09-10T17:23:46,so fair enough or am i off
M00799,G14,studio_1,S031,2026-09-10T17:23:47,wait i'll take the definitions if that works for everyone
M00800,G23,studio_1,S049,2026-09-10T17:23:50,our example should be the blank page recall one what do you think
M00801,G04,studio_1,S087,2026-09-10T17:23:59,hey hold on let me reread the transcript right
M00802,G16,studio_1,S080,2026-09-10T17:24:03,yeah maybe we say encoding decides which cues work later if that works for everyone
M00803,G02,studio_1,S017,2026-09-10T17:24:06,alright where is that in the table does that track
M00804,G14,studio_1,S104,2026-09-10T17:24:07,alright i'm adding the question to the doc
M00805,G05,studio_1,S051,2026-09-10T17:24:08,wait my read is maybe we say encoding decides which cues work later
M00806,G11,studio_1,S092,2026-09-10T17:24:14,do you mean the doc link or the other one if that works for everyone
