post_id,thread_id,parent_post_id,student_id,week,timestamp,text
F0214,TH012,F0209,S085,2,2026-09-16T15:59:12,"This thread is helping me see retention interval more clearly. The strongest version of the argument is that cramming buys performance today and borrows it from next month. What would you want to see before you trusted distributed practice? The tone bothered me, even if the findings hold up."
F0215,TH012,F0205,S120,2,2026-09-15T21:38:58,"Adding a small counterexample to what has been said about interleaving. Stated plainly, cramming buys performance today and borrows it from next month. When I started keeping a running list of topics due for another pass, I noticed which topics kept slipping and could target them. How would you even measure interleaving in a real classroom?"
F0216,TH014,F0201,S098,2,2026-09-17T22:18:09,"I will take the other side on retention interval, mostly to see what happens. Stated plainly, our sense of how well we are learning is a poor guide to scheduling. Last week I tried scheduling a ten minute review the morning after each lecture, and the material felt less familiar each time and I retained more. It is worth remembering that spacing assumes you have control over your own schedule. Would you design a course around the spacing effect?"
F0217,TH011,F0198,S065,2,2026-09-16T08:00:00,"Thank you for naming what bothered me about the spacing effect. The reading argues that spacing is less about willpower and more about calendar design, and I think that is right. My hesitation is that students working long hours cannot always choose their gaps."
F0218,TH014,F0210,S046,2,2026-09-19T08:00:00,"This framing of retention interval lines up with my own experience. The strongest version of the argument is that spacing wins even when total study time is held constant. I spent two weeks revisiting week one material during week four, and the material felt less familiar each time and I retained more. Where I get stuck is that spacing assumes you have control over your own schedule."
F0219,TH014,F0204,S056,2,2026-09-19T08:00:00,"I want to sit with the point about the spacing effect for a second. My takeaway is that the optimal gap depends on how long you need to hold the material. I tested this on myself by mixing problem types in a single set instead of blocking them, and the material felt less familiar each time and I retained more. My hesitation is that it is hard to separate spacing from simply studying more often. How far apart do your review sessions actually end up being? I am worried we are asking students to fix a system problem."
F0220,TH010,F0212,S064,2,2026-09-17T23:49:25,I had the opposite reaction to the claim about retention interval. The part that convinced me is that interleaving feels worse during practice and better on the test. The caveat for me is that the studies rarely say what to do when the exam is in three days. Does interleaving still help when the problem types look identical?
F0221,TH014,F0201,S061,2,2026-09-17T09:58:34,"Two people above have said something useful about the lag effect. Stated plainly, interleaving feels worse during practice and better on the test. I gave keeping a running list of topics due for another pass an honest try, and it felt inefficient and the quiz said otherwise. This is probably context dependent, given that students working long hours cannot always choose their gaps. Has anyone found a way to make spacing feel less pointless early on?"
F0222,TH009,F0196,S074,2,2026-09-17T08:00:00,"I read that section on retention interval differently. If I followed the chapter, the optimal gap depends on how long you need to hold the material. This is probably context dependent, given that the recommended gaps in the literature vary quite a lot."
F0223,TH012,F0209,S102,2,2026-09-16T12:56:15,"This framing of massed practice lines up with my own experience. The reading argues that the optimal gap depends on how long you need to hold the material, and I think that is right. Would you design a course around desirable difficulty?"
F0224,TH012,F0203,S039,2,2026-09-16T08:00:00,"I want to sit with the point about desirable difficulty for a second. Stated plainly, spacing is less about willpower and more about calendar design. This felt disconnected from the students I actually work with."
F0225,TH012,F0213,S044,2,2026-09-16T19:31:35,"Adding a small counterexample to what has been said about review scheduling. The reading argues that spacing is less about willpower and more about calendar design, and I think that is right."
F0226,TH014,F0219,S098,2,2026-09-19T09:17:22,"I want to sit with the point about desirable difficulty for a second. It looks like spacing is less about willpower and more about calendar design, though the evidence is not airtight. I spent two weeks scheduling a ten minute review the morning after each lecture, and my week stopped ending in panic. Is there a version of this that works for writing rather than problem sets? This gave me language for something I had only felt."
F0227,TH009,F0196,S021,2,2026-09-17T16:55:59,"Adding a small counterexample to what has been said about massed practice. I keep coming back to the idea that interleaving feels worse during practice and better on the test. This is probably context dependent, given that spacing assumes you have control over your own schedule. How far apart do your review sessions actually end up being?"
F0228,TH014,F0226,S072,2,2026-09-19T21:01:32,"Adding a small counterexample to what has been said about desirable difficulty. The authors seem to be saying that cramming buys performance today and borrows it from next month. The first time I tried scheduling a ten minute review the morning after each lecture it felt slow, but I noticed which topics kept slipping and could target them. One limit worth naming is that the studies rarely say what to do when the exam is in three days. Would you design a course around review scheduling?"
F0229,TH012,F0213,S054,2,2026-09-16T14:23:34,This thread is helping me see distributed practice more clearly. What I did not expect was the claim that spacing is less about willpower and more about calendar design. Is there a version of this that works for writing rather than problem sets?
F0230,TH012,F0223,S039,2,2026-09-16T16:13:07,Two people above have said something useful about massed practice. My takeaway is that spacing is less about willpower and more about calendar design.
F0231,TH012,F0223,S115,2,2026-09-16T21:12:14,"I am not sure I follow the argument about desirable difficulty yet. The reading argues that the optimal gap depends on how long you need to hold the material, and I think that is right. The first time I tried spreading my review over four short sessions instead of one long one it felt slow, but the fourth pass took almost no time at all. It is worth remembering that spacing assumes you have control over your own schedule. How would you even measure the spacing effect in a real classroom? This clarified something I had been confused about for years."
F0232,TH014,F0226,S046,2,2026-09-19T23:44:24,"I read that section on retention interval differently. My takeaway is that cramming buys performance today and borrows it from next month. That said, the recommended gaps in the literature vary quite a lot. How far apart do your review sessions actually end up being?"
F0233,TH010,F0202,S077,2,2026-09-17T14:20:36,"I want to sit with the point about the lag effect for a second. If I followed the chapter, the optimal gap depends on how long you need to hold the material. I gave keeping a running list of topics due for another pass an honest try, and the material felt less familiar each time and I retained more. I left this reading more confused than when I started."
F0234,TH010,F0212,S077,2,2026-09-18T08:00:00,"This framing of review scheduling lines up with my own experience. I would say spacing is less about willpower and more about calendar design, at least for the kind of material we work with. Something similar happened in my part time job schedule when I was mixing problem types in a single set instead of blocking them, since my week stopped ending in panic. Would you design a course around the spacing effect? Great thread, everyone."
F0235,TH010,F0234,S057,2,2026-09-18T12:02:44,"I read that section on retention interval differently. If I followed the chapter, spacing is less about willpower and more about calendar design. My hesitation is that it is hard to separate spacing from simply studying more often."
F0236,TH012,F0223,S002,2,2026-09-17T16:57:58,I am not sure I follow the argument about retention interval yet. What seems clear to me is that cramming buys performance today and borrows it from next month.
F0237,TH014,F0228,S065,2,2026-09-19T22:41:22,"This framing of massed practice lines up with my own experience. Stated plainly, the optimal gap depends on how long you need to hold the material. I would want to know more before generalizing, since students working long hours cannot always choose their gaps. I am excited to try this in my own teaching."
F0238,TH012,F0225,S031,2,2026-09-16T22:14:12,"I am not sure I follow the argument about retention interval yet. If I followed the chapter, our sense of how well we are learning is a poor guide to scheduling. What do you do when the schedule collapses in a heavy week?"
F0239,TH012,F0225,S041,2,2026-09-16T20:14:26,"I agree with the earlier point about massed practice, but I want to push on one piece. If I followed the chapter, spacing is less about willpower and more about calendar design. During my part time job schedule I ended up spreading my review over four short sessions instead of one long one, and I noticed which topics kept slipping and could target them. I would want to know more before generalizing, since the studies rarely say what to do when the exam is in three days. How far apart do your review sessions actually end up being?"
F0240,TH014,F0201,S013,2,2026-09-17T21:21:36,"Yes to all of this, and I want to add one thing about massed practice. What I did not expect was the claim that interleaving feels worse during practice and better on the test. I am holding this loosely, because interleaving needs enough material to interleave in the first place. Where does interleaving break down in your experience?"
F0241,TH012,F0209,S120,2,2026-09-16T11:36:39,"I had the opposite reaction to the claim about distributed practice. What seems clear to me is that interleaving feels worse during practice and better on the test. Last week I tried spreading my review over four short sessions instead of one long one, and the material felt less familiar each time and I retained more. What do you do when the schedule collapses in a heavy week?"
F0242,TH014,F0216,S062,2,2026-09-18T08:00:00,"This thread is helping me see review scheduling more clearly. If I followed the chapter, spacing is less about willpower and more about calendar design. I tested this on myself by scheduling a ten minute review the morning after each lecture, and my week stopped ending in panic. How would you explain review scheduling to a first year student?"
F0243,TH014,F0226,S035,2,2026-09-19T16:41:05,"I had the opposite reaction to the claim about desirable difficulty. My takeaway is that spacing is less about willpower and more about calendar design. I gave scheduling a ten minute review the morning after each lecture an honest try, and the fourth pass took almost no time at all. Where does review scheduling break down in your experience?"
F0244,TH010,F0212,S027,2,2026-09-18T08:00:00,"I will take the other side on interleaving, mostly to see what happens. I keep coming back to the idea that our sense of how well we are learning is a poor guide to scheduling. When I started revisiting week one material during week four, I noticed which topics kept slipping and could target them. That said, students working long hours cannot always choose their gaps. Who benefits when we take interleaving seriously, and who does not?"
F0245,TH012,F0239,S087,2,2026-09-17T08:00:00,"I read that section on the spacing effect differently. The reading argues that the optimal gap depends on how long you need to hold the material, and I think that is right. During a summer course that moved very fast I ended up mixing problem types in a single set instead of blocking them, and I noticed which topics kept slipping and could target them. The caveat for me is that students working long hours cannot always choose their gaps. What do you do when the schedule collapses in a heavy week?"
F0246,TH014,F0232,S096,2,2026-09-20T09:45:53,"Building on the post above, I think massed practice is doing a lot of work here. What seems clear to me is that spacing wins even when total study time is held constant. In a summer course that moved very fast I have been keeping a running list of topics due for another pass, and it felt inefficient and the quiz said otherwise. I am holding this loosely, because the recommended gaps in the literature vary quite a lot. Is there a version of this that works for writing rather than problem sets? This clarified something I had been confused about for years."
F0247,TH010,F0234,S075,2,2026-09-18T14:50:28,"Yes to all of this, and I want to add one thing about distributed practice. What I did not expect was the claim that our sense of how well we are learning is a poor guide to scheduling. Who benefits when we take massed practice seriously, and who does not?"
F0248,TH012,F0239,S029,2,2026-09-17T08:00:00,"Building on the post above, I think retention interval is doing a lot of work here. What I did not expect was the claim that our sense of how well we are learning is a poor guide to scheduling. Really glad this was assigned."
F0249,TH009,F0222,S117,2,2026-09-17T14:03:34,"Thank you for naming what bothered me about distributed practice. The strongest version of the argument is that spacing wins even when total study time is held constant. Last week I tried scheduling a ten minute review the morning after each lecture, and it felt inefficient and the quiz said otherwise. I am struggling to see how any of this survives a real classroom."
F0250,TH010,F0207,S075,2,2026-09-17T23:33:21,"I will take the other side on review scheduling, mostly to see what happens. Stated plainly, interleaving feels worse during practice and better on the test. The caveat for me is that it is hard to separate spacing from simply studying more often."
F0251,TH012,F0229,S002,2,2026-09-16T15:43:37,I had the opposite reaction to the claim about the lag effect. What seems clear to me is that spacing wins even when total study time is held constant.
F0252,TH014,F0218,S101,2,2026-09-19T11:59:51,"Building on the post above, I think massed practice is doing a lot of work here. It looks like cramming buys performance today and borrows it from next month, though the evidence is not airtight. I would want to know more before generalizing, since students working long hours cannot always choose their gaps."
F0253,TH012,F0209,S029,2,2026-09-16T10:31:10,"I am not sure I follow the argument about the lag effect yet. I keep coming back to the idea that our sense of how well we are learning is a poor guide to scheduling. In my part time job schedule I have been scheduling a ten minute review the morning after each lecture, and the material felt less familiar each time and I retained more. Has anyone found a way to make spacing feel less pointless early on?"
F0254,TH010,F0244,S031,2,2026-09-18T13:19:27,"Thank you for naming what bothered me about distributed practice. I keep coming back to the idea that spacing wins even when total study time is held constant. That said, interleaving needs enough material to interleave in the first place. How far apart do your review sessions actually end up being? Great thread, everyone."
F0255,TH014,F0237,S046,2,2026-09-19T23:27:06,"I agree with the earlier point about retention interval, but I want to push on one piece. The part that convinced me is that spacing wins even when total study time is held constant. I gave mixing problem types in a single set instead of blocking them an honest try, and my week stopped ending in panic. Where I get stuck is that students working long hours cannot always choose their gaps."
F0256,TH010,F0207,S077,2,2026-09-17T17:48:37,This framing of massed practice lines up with my own experience. What I did not expect was the claim that spacing wins even when total study time is held constant. One limit worth naming is that interleaving needs enough material to interleave in the first place. Has anyone found a way to make spacing feel less pointless early on?
F0257,TH012,F0245,S044,2,2026-09-18T08:00:00,"This framing of review scheduling lines up with my own experience. What I did not expect was the claim that the optimal gap depends on how long you need to hold the material. When I started putting review blocks in my calendar the way I schedule classes, it felt inefficient and the quiz said otherwise. This is probably context dependent, given that students working long hours cannot always choose their gaps. Has anyone found a way to make spacing feel less pointless early on?"
F0258,TH014,F0232,S072,2,2026-09-20T08:00:00,"I agree with the earlier point about the lag effect, but I want to push on one piece. If I followed the chapter, cramming buys performance today and borrows it from next month. The first time I tried revisiting week one material during week four it felt slow, but the material felt less familiar each time and I retained more."
F0259,TH012,F0203,S102,2,2026-09-15T23:50:37,"Building on the post above, I think desirable difficulty is doing a lot of work here. The strongest version of the argument is that spacing is less about willpower and more about calendar design."
F0260,TH014,F0218,S065,2,2026-09-20T08:00:00,"I agree with the earlier point about review scheduling, but I want to push on one piece. The authors seem to be saying that our sense of how well we are learning is a poor guide to scheduling. This is probably context dependent, given that the studies rarely say what to do when the exam is in three days."
F0261,TH012,F0257,S045,2,2026-09-18T10:13:52,"Coming back to an earlier comment on retention interval. I would say our sense of how well we are learning is a poor guide to scheduling, at least for the kind of material we work with. Something similar happened in a research methods class when I was putting review blocks in my calendar the way I schedule classes, since the material felt less familiar each time and I retained more."
F0262,TH014,F0246,S065,2,2026-09-20T12:59:11,"I read that section on the spacing effect differently. The authors seem to be saying that the optimal gap depends on how long you need to hold the material. I would want to know more before generalizing, since it is hard to separate spacing from simply studying more often. Thanks to whoever picked this reading."
F0263,TH012,F0229,S036,2,2026-09-16T18:15:42,Adding a small counterexample to what has been said about retention interval. The authors seem to be saying that the optimal gap depends on how long you need to hold the material. How would you explain interleaving to a first year student?
F0264,TH014,F0246,S056,2,2026-09-20T11:21:42,"I will take the other side on interleaving, mostly to see what happens. Stated plainly, the optimal gap depends on how long you need to hold the material. I gave revisiting week one material during week four an honest try, and the fourth pass took almost no time at all. This is probably context dependent, given that it is hard to separate spacing from simply studying more often."
F0265,TH012,F0248,S045,2,2026-09-17T11:22:26,"Thank you for naming what bothered me about massed practice. The strongest version of the argument is that cramming buys performance today and borrows it from next month. I would want to know more before generalizing, since spacing assumes you have control over your own schedule. What do you do when the schedule collapses in a heavy week?"
F0266,TH012,F0263,S039,2,2026-09-16T19:27:17,"I am not sure I follow the argument about desirable difficulty yet. The part that convinced me is that cramming buys performance today and borrows it from next month. I tested this on myself by spreading my review over four short sessions instead of one long one, and it felt inefficient and the quiz said otherwise. Do you space by topic or by course?"
F0267,TH012,F0239,S045,2,2026-09-17T08:00:00,"Adding a small counterexample to what has been said about massed practice. If I followed the chapter, spacing is less about willpower and more about calendar design. Do you space by topic or by course?"
F0268,TH014,F0252,S023,2,2026-09-19T20:41:32,"I agree with the earlier point about review scheduling, but I want to push on one piece. What I did not expect was the claim that interleaving feels worse during practice and better on the test. I tested this on myself by spreading my review over four short sessions instead of one long one, and my week stopped ending in panic. I am holding this loosely, because spacing assumes you have control over your own schedule."
F0269,TH012,F0261,S058,2,2026-09-19T08:00:00,"Adding a small counterexample to what has been said about distributed practice. Stated plainly, spacing wins even when total study time is held constant. I gave spreading my review over four short sessions instead of one long one an honest try, and the material felt less familiar each time and I retained more. Where does retention interval break down in your experience? I found this reading frustrating and a little discouraging."
F0270,TH010,F0233,S075,2,2026-09-17T16:42:31,"Thank you for naming what bothered me about retention interval. I keep coming back to the idea that spacing wins even when total study time is held constant. The first time I tried scheduling a ten minute review the morning after each lecture it felt slow, but it felt inefficient and the quiz said otherwise."
F0271,TH012,F0251,S045,2,2026-09-16T21:28:34,I read that section on the lag effect differently. The strongest version of the argument is that interleaving feels worse during practice and better on the test. What would change your mind about desirable difficulty?
F0272,TH014,F0228,S020,2,2026-09-20T07:31:41,"Coming back to an earlier comment on review scheduling. What seems clear to me is that spacing is less about willpower and more about calendar design. I spent two weeks scheduling a ten minute review the morning after each lecture, and I stopped rereading things I already knew cold. I am holding this loosely, because interleaving needs enough material to interleave in the first place. Do you space by topic or by course?"
F0273,TH014,F0272,S058,2,2026-09-20T08:02:36,"Coming back to an earlier comment on review scheduling. The reading argues that the optimal gap depends on how long you need to hold the material, and I think that is right. When I started putting review blocks in my calendar the way I schedule classes, the fourth pass took almost no time at all."
F0274,TH014,F0218,S065,2,2026-09-19T11:29:56,"I will take the other side on the spacing effect, mostly to see what happens. The part that convinced me is that spacing wins even when total study time is held constant. When I started keeping a running list of topics due for another pass, it felt inefficient and the quiz said otherwise. It is worth remembering that interleaving needs enough material to interleave in the first place."
F0275,TH012,F0224,S084,2,2026-09-16T20:41:16,"Two people above have said something useful about the lag effect. I keep coming back to the idea that interleaving feels worse during practice and better on the test. That said, interleaving needs enough material to interleave in the first place. Who benefits when we take the spacing effect seriously, and who does not?"
F0276,TH014,F0246,S025,2,2026-09-20T16:20:14,This thread is helping me see review scheduling more clearly. The strongest version of the argument is that interleaving feels worse during practice and better on the test.
F0277,TH010,F0256,S043,2,2026-09-18T13:02:35,"Yes to all of this, and I want to add one thing about the lag effect. It looks like interleaving feels worse during practice and better on the test, though the evidence is not airtight. Something similar happened in my part time job schedule when I was scheduling a ten minute review the morning after each lecture, since the material felt less familiar each time and I retained more. My hesitation is that it is hard to separate spacing from simply studying more often. What do you do when the schedule collapses in a heavy week?"
F0278,TH010,F0244,S048,2,2026-09-18T08:14:36,"I am not sure I follow the argument about the lag effect yet. I would say interleaving feels worse during practice and better on the test, at least for the kind of material we work with. I am holding this loosely, because students working long hours cannot always choose their gaps."
F0279,TH014,F0274,S015,2,2026-09-19T23:42:50,"I had the opposite reaction to the claim about retention interval. If I followed the chapter, our sense of how well we are learning is a poor guide to scheduling. The first time I tried keeping a running list of topics due for another pass it felt slow, but I stopped rereading things I already knew cold. Would you design a course around retention interval? Really glad this was assigned."
F0280,TH012,F0251,S041,2,2026-09-17T08:00:00,"This thread is helping me see the spacing effect more clearly. It looks like the optimal gap depends on how long you need to hold the material, though the evidence is not airtight. How would you explain the spacing effect to a first year student?"
F0281,TH012,F0245,S044,2,2026-09-17T14:22:46,"Building on the post above, I think review scheduling is doing a lot of work here. I keep coming back to the idea that spacing is less about willpower and more about calendar design. In my licensure exam prep I have been spreading my review over four short sessions instead of one long one, and the fourth pass took almost no time at all."
F0282,TH014,F0268,S117,2,2026-09-20T08:00:00,"I read that section on the spacing effect differently. What I did not expect was the claim that our sense of how well we are learning is a poor guide to scheduling. I tested this on myself by scheduling a ten minute review the morning after each lecture, and my week stopped ending in panic. This is the first reading that felt written for practitioners."
F0283,TH010,F0212,S042,2,2026-09-17T23:16:03,Coming back to an earlier comment on the spacing effect. What I did not expect was the claim that interleaving feels worse during practice and better on the test. One limit worth naming is that the studies rarely say what to do when the exam is in three days.
F0284,TH010,F0254,S101,2,2026-09-18T14:52:11,"Building on the post above, I think retention interval is doing a lot of work here. The part that convinced me is that cramming buys performance today and borrows it from next month. Last week I tried mixing problem types in a single set instead of blocking them, and I stopped rereading things I already knew cold. The caveat for me is that the recommended gaps in the literature vary quite a lot. How would you explain distributed practice to a first year student? Great thread, everyone."
F0285,TH010,F0278,S052,2,2026-09-18T11:13:45,"Two people above have said something useful about retention interval. My takeaway is that the optimal gap depends on how long you need to hold the material. Last week I tried putting review blocks in my calendar the way I schedule classes, and I stopped rereading things I already knew cold. Do you space by topic or by course?"
F0286,TH014,F0246,S089,2,2026-09-20T16:44:27,"Two people above have said something useful about desirable difficulty. If I followed the chapter, interleaving feels worse during practice and better on the test. I tested this on myself by revisiting week one material during week four, and my week stopped ending in panic. Do you space by topic or by course?"
F0287,TH010,F0234,S107,2,2026-09-18T10:02:43,"I agree with the earlier point about the spacing effect, but I want to push on one piece. I would say spacing wins even when total study time is held constant, at least for the kind of material we work with. In the two courses I am taking back to back I have been spreading my review over four short sessions instead of one long one, and the material felt less familiar each time and I retained more. That said, interleaving needs enough material to interleave in the first place. Who benefits when we take retention interval seriously, and who does not?"
F0288,TH012,F0206,S044,2,2026-09-16T20:14:37,"I am not sure I follow the argument about retention interval yet. I keep coming back to the idea that cramming buys performance today and borrows it from next month. In a course with weekly quizzes I have been scheduling a ten minute review the morning after each lecture, and the fourth pass took almost no time at all."
F0289,TH014,F0273,S112,2,2026-09-20T13:49:49,"I read that section on retention interval differently. Stated plainly, the optimal gap depends on how long you need to hold the material. During my part time job schedule I ended up putting review blocks in my calendar the way I schedule classes, and I stopped rereading things I already knew cold. This clarified something I had been confused about for years."
F0290,TH010,F0244,S090,2,2026-09-18T22:01:48,"This thread is helping me see distributed practice more clearly. What seems clear to me is that cramming buys performance today and borrows it from next month. I tested this on myself by mixing problem types in a single set instead of blocking them, and my week stopped ending in panic. What would you want to see before you trusted the spacing effect?"
F0291,TH014,F0273,S086,2,2026-09-20T09:03:09,"I agree with the earlier point about desirable difficulty, but I want to push on one piece. It looks like cramming buys performance today and borrows it from next month, though the evidence is not airtight. The first time I tried mixing problem types in a single set instead of blocking them it felt slow, but I noticed which topics kept slipping and could target them. I would want to know more before generalizing, since interleaving needs enough material to interleave in the first place. Does interleaving still help when the problem types look identical?"
F0292,TH014,F0255,S065,2,2026-09-20T08:00:00,"Thank you for naming what bothered me about the spacing effect. The reading argues that the optimal gap depends on how long you need to hold the material, and I think that is right. I spent two weeks putting review blocks in my calendar the way I schedule classes, and my week stopped ending in panic. Has anyone found a way to make spacing feel less pointless early on?"
F0293,TH012,F0230,S041,2,2026-09-17T08:00:00,"Adding a small counterexample to what has been said about the spacing effect. My takeaway is that interleaving feels worse during practice and better on the test. I spent two weeks mixing problem types in a single set instead of blocking them, and it felt inefficient and the quiz said otherwise. I am holding this loosely, because the studies rarely say what to do when the exam is in three days."
F0294,TH014,F0282,S074,2,2026-09-20T14:35:15,"I read that section on the spacing effect differently. The reading argues that our sense of how well we are learning is a poor guide to scheduling, and I think that is right. That said, the recommended gaps in the literature vary quite a lot. How would you explain retention interval to a first year student? This landed as advice for students who already have time."
F0295,TH014,F0264,S007,2,2026-09-20T16:37:01,"I will take the other side on the lag effect, mostly to see what happens. The authors seem to be saying that spacing is less about willpower and more about calendar design. In a summer course that moved very fast I have been spreading my review over four short sessions instead of one long one, and the material felt less familiar each time and I retained more. I would want to know more before generalizing, since students working long hours cannot always choose their gaps."
F0296,TH010,F0256,S075,2,2026-09-17T19:49:23,"I agree with the earlier point about massed practice, but I want to push on one piece. If I followed the chapter, spacing wins even when total study time is held constant. I would want to know more before generalizing, since it is hard to separate spacing from simply studying more often. Does distributed practice look different in an online course?"
F0297,TH012,F0241,S113,2,2026-09-17T08:00:00,"I agree with the earlier point about massed practice, but I want to push on one piece. What seems clear to me is that spacing wins even when total study time is held constant. The first time I tried mixing problem types in a single set instead of blocking them it felt slow, but my week stopped ending in panic. Has anyone found a way to make spacing feel less pointless early on?"
F0298,TH014,F0272,S044,2,2026-09-20T12:26:00,"Thank you for naming what bothered me about distributed practice. I keep coming back to the idea that interleaving feels worse during practice and better on the test. During a summer course that moved very fast I ended up mixing problem types in a single set instead of blocking them, and the fourth pass took almost no time at all."
F0299,TH010,F0212,S064,2,2026-09-17T20:49:55,"I will take the other side on review scheduling, mostly to see what happens. The authors seem to be saying that spacing wins even when total study time is held constant. How would you even measure interleaving in a real classroom?"
F0300,TH012,F0239,S057,2,2026-09-17T08:00:00,"This thread is helping me see desirable difficulty more clearly. My takeaway is that cramming buys performance today and borrows it from next month. The first time I tried keeping a running list of topics due for another pass it felt slow, but my week stopped ending in panic. How far apart do your review sessions actually end up being?"
F0301,TH014,F0298,S118,2,2026-09-20T14:13:44,"I agree with the earlier point about desirable difficulty, but I want to push on one piece. The authors seem to be saying that spacing is less about willpower and more about calendar design. That said, it is hard to separate spacing from simply studying more often."
F0302,TH012,F0263,S017,2,2026-09-17T08:00:00,"Two people above have said something useful about review scheduling. Stated plainly, spacing is less about willpower and more about calendar design. Last week I tried revisiting week one material during week four, and it felt inefficient and the quiz said otherwise."
F0303,TH012,F0239,S043,2,2026-09-17T08:00:00,"I will take the other side on distributed practice, mostly to see what happens. The authors seem to be saying that spacing is less about willpower and more about calendar design. The first time I tried revisiting week one material during week four it felt slow, but I noticed which topics kept slipping and could target them. How would you explain retention interval to a first year student?"
F0304,TH014,F0243,S025,2,2026-09-19T18:34:38,"Building on the post above, I think the spacing effect is doing a lot of work here. It looks like spacing is less about willpower and more about calendar design, though the evidence is not airtight. Something similar happened in my licensure exam prep when I was scheduling a ten minute review the morning after each lecture, since I stopped rereading things I already knew cold. Does the spacing effect look different in an online course?"
F0305,TH014,F0264,S089,2,2026-09-20T19:25:16,"I want to sit with the point about interleaving for a second. I keep coming back to the idea that spacing wins even when total study time is held constant. Something similar happened in a research methods class when I was revisiting week one material during week four, since the fourth pass took almost no time at all. My hesitation is that interleaving needs enough material to interleave in the first place. Would you design a course around interleaving?"
F0306,TH014,F0294,S117,2,2026-09-20T21:24:51,"I will take the other side on review scheduling, mostly to see what happens. The strongest version of the argument is that our sense of how well we are learning is a poor guide to scheduling. It is worth remembering that the studies rarely say what to do when the exam is in three days. Has anyone found a way to make spacing feel less pointless early on? I am skeptical, and I am open to being talked out of it."
F0307,TH014,F0268,S107,2,2026-09-20T08:00:00,I am not sure I follow the argument about desirable difficulty yet. The part that convinced me is that spacing is less about willpower and more about calendar design. I kept waiting for the part about resources and it never came.
F0308,TH012,F0265,S097,2,2026-09-17T15:49:14,"This thread is helping me see desirable difficulty more clearly. I would say our sense of how well we are learning is a poor guide to scheduling, at least for the kind of material we work with. In my part time job schedule I have been mixing problem types in a single set instead of blocking them, and it felt inefficient and the quiz said otherwise. Is there a version of this that works for writing rather than problem sets?"
F0309,TH014,F0242,S063,2,2026-09-18T13:49:49,"I am not sure I follow the argument about retention interval yet. Stated plainly, interleaving feels worse during practice and better on the test. During my part time job schedule I ended up revisiting week one material during week four, and my week stopped ending in panic. I would want to know more before generalizing, since students working long hours cannot always choose their gaps."
F0310,TH012,F0241,S105,2,2026-09-17T08:00:00,"I am not sure I follow the argument about the spacing effect yet. If I followed the chapter, cramming buys performance today and borrows it from next month."
F0311,TH014,F0262,S100,2,2026-09-20T20:20:40,"I will take the other side on retention interval, mostly to see what happens. The reading argues that spacing wins even when total study time is held constant, and I think that is right. I gave revisiting week one material during week four an honest try, and I noticed which topics kept slipping and could target them. I am holding this loosely, because spacing assumes you have control over your own schedule."
F0312,TH010,F0235,S064,2,2026-09-19T08:00:00,"Building on the post above, I think interleaving is doing a lot of work here. Stated plainly, spacing is less about willpower and more about calendar design. I am holding this loosely, because students working long hours cannot always choose their gaps."
F0313,TH014,F0237,S076,2,2026-09-20T08:00:00,"I agree with the earlier point about review scheduling, but I want to push on one piece. The part that convinced me is that spacing wins even when total study time is held constant. What do you do when the schedule collapses in a heavy week? I kept waiting for the part about resources and it never came."
F0314,TH014,F0298,S005,2,2026-09-20T17:48:13,"Thank you for naming what bothered me about the spacing effect. It looks like cramming buys performance today and borrows it from next month, though the evidence is not airtight. When I started mixing problem types in a single set instead of blocking them, my week stopped ending in panic."
F0315,TH012,F0225,S006,2,2026-09-16T21:29:48,"I had the opposite reaction to the claim about review scheduling. I keep coming back to the idea that interleaving feels worse during practice and better on the test. The first time I tried revisiting week one material during week four it felt slow, but I noticed which topics kept slipping and could target them. I would want to know more before generalizing, since the studies rarely say what to do when the exam is in three days. Has anyone found a way to make spacing feel less pointless early on?"
F0316,TH010,F0250,S081,2,2026-09-18T08:00:00,"Building on the post above, I think massed practice is doing a lot of work here. It looks like cramming buys performance today and borrows it from next month, though the evidence is not airtight. When I started revisiting week one material during week four, it felt inefficient and the quiz said otherwise. How would you even measure review scheduling in a real classroom?"
F0317,TH014,F0242,S055,2,2026-09-18T15:20:27,"I agree with the earlier point about distributed practice, but I want to push on one piece. The part that convinced me is that the optimal gap depends on how long you need to hold the material. During a course with weekly quizzes I ended up revisiting week one material during week four, and the material felt less familiar each time and I retained more."
F0318,TH014,F0306,S093,2,2026-09-20T21:35:59,"This thread is helping me see desirable difficulty more clearly. Stated plainly, the optimal gap depends on how long you need to hold the material. When I started keeping a running list of topics due for another pass, my week stopped ending in panic. The caveat for me is that spacing assumes you have control over your own schedule. Does interleaving still help when the problem types look identical?"
F0319,TH014,F0314,S029,2,2026-09-20T21:18:52,"I am not sure I follow the argument about distributed practice yet. What seems clear to me is that interleaving feels worse during practice and better on the test. I spent two weeks scheduling a ten minute review the morning after each lecture, and my week stopped ending in panic. One limit worth naming is that spacing assumes you have control over your own schedule."
F0320,TH012,F0266,S087,2,2026-09-17T07:54:02,"Adding a small counterexample to what has been said about review scheduling. My takeaway is that cramming buys performance today and borrows it from next month. I am holding this loosely, because spacing assumes you have control over your own schedule. What do you do when the schedule collapses in a heavy week? This felt disconnected from the students I actually work with."
